chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,poly_features,tonnetz,zero_crossing_rate,tempogram
[0.42523148 0.44368032 0.23562782 ... 0.4328522  0.49414946 0.48931818],[0.54578835 0.71593119 0.67855361 ... 0.43317187 0.50846813 0.49199364],[0.26366501 0.26321329 0.26265012 ... 0.22810051 0.22828181 0.22868657],"[3.78293311e-08 4.26645221e-05 8.30457827e-04 ... 3.87667211e-01
 3.49959582e-01 3.05890391e-01]","[-30.65727924 -26.63193059 -23.10548714 ...  -2.7506502   -1.55637475
  -0.25413389]",[0.00016171 0.00134896 0.00227586 ... 0.04160716 0.03950022 0.03864113],"[2965.36656277 2123.84351381 1857.37510332 ... 1773.82553798 1804.82041647
 1756.45539264]","[2811.64236011 2408.70535059 2223.51993896 ... 2241.90593949 2281.71680952
 2269.40526733]","[26.54827847 10.93933958 14.24763682 ... 27.0503172  24.07777757
 19.52211254]",[0.03685042 0.03447528 0.01213406 ... 0.00108306 0.00270992 0.00525897],"[6266.16210938 4575.80566406 3822.14355469 ... 3348.41308594 3509.91210938
 3660.64453125]","[2.03500759e-04 8.48622499e-03 2.79369035e-02 ... 3.65456283e-01
 4.00533122e-01 4.59157635e-01]",[0.00916331 0.00670925 0.0114484  ... 0.02466638 0.01456263 0.00819236],[0.29248047 0.31494141 0.32910156 ... 0.04589844 0.04443359 0.03662109],[0.06825919 0.06873237 0.06920801 ... 0.19884209 0.19871782 0.19860039]
[0.6198193  0.78177208 0.61548155 ... 0.49635948 0.57777268 0.71651379],[0.51085928 0.49075666 0.47700321 ... 0.63176729 0.79193509 0.71368063],[0.20155033 0.19879608 0.19612916 ... 0.28155731 0.28167914 0.28178466],"[9.70741967e-08 1.25391610e-04 4.31650528e-03 ... 5.64015712e-01
 6.85815639e-01 6.57579795e-01]","[-30.63310586 -18.98480471 -11.34636465 ...  -2.92641228  -2.00903754
  -0.75929923]",[0.00020251 0.00319651 0.00478575 ... 0.05820128 0.05112894 0.05374238],"[2712.62863557 2229.49990319 1504.95407199 ...  790.40718712  722.90421738
  696.38691839]","[2877.0000067  2752.66832913 2437.6456985  ...  822.72735679  828.56961168
  887.60362693]","[22.07791938 11.06547601 11.93916008 ... 20.0941312  18.22948863
 17.8736111 ]","[2.5236532e-02 3.1334724e-02 5.6786402e-03 ... 5.6426983e-05 7.1094459e-05
 9.2934635e-05]","[6836.79199219 5501.73339844 3875.9765625  ... 1496.55761719 1378.125
 1367.35839844]","[3.40500744e-04 1.17006628e-02 4.90045161e-02 ... 7.40499376e-01
 7.95661798e-01 7.50326982e-01]","[-0.01258655 -0.00244626  0.00752007 ... -0.02141697 -0.01393057
 -0.03452046]",[0.27490234 0.28662109 0.2890625  ... 0.04589844 0.05029297 0.03662109],[0.03911657 0.03966272 0.04021789 ... 0.29644091 0.29624194 0.29604002]
[0.64153212 0.48148556 0.39374414 ... 0.18464595 0.17524906 0.18221791],[0.6156174  0.72367111 0.67291393 ... 0.47897289 0.46933131 0.55584395],[0.2692171  0.26814808 0.26708592 ... 0.24781372 0.24969602 0.25157406],"[5.89481669e-08 1.28338120e-04 2.71957072e-03 ... 3.82510564e-01
 7.68630630e-01 7.61474704e-01]","[-29.37530012 -29.53270105 -28.5084512  ...  -1.47861198  -0.52528998
   0.15380584]",[0.00015876 0.00244083 0.00374338 ... 0.05440313 0.0570579  0.062518  ],"[2812.1488563  1486.4217116  1299.98609812 ... 2681.92944694 3132.76310719
 3093.06434051]","[2693.59119634 1693.23002979 1431.07937438 ... 2485.45831631 2713.46131671
 2755.57749554]","[21.47453056 17.52139581 20.37833779 ... 22.18230753 18.95166257
 20.6539107 ]",[0.05177374 0.00405198 0.0015375  ... 0.02322935 0.05531556 0.05105671],"[6083.12988281 2347.11914062 2228.68652344 ... 5598.6328125  6567.62695312
 6546.09375   ]","[3.28300139e-04 1.33275296e-02 5.35251731e-02 ... 6.66956494e-01
 9.84232097e-01 9.99567189e-01]","[-0.0335771  -0.00108817 -0.00412008 ...  0.02765406  0.02589851
  0.02737035]",[0.27539062 0.30273438 0.32958984 ... 0.15966797 0.13867188 0.09912109],[0.09981134 0.10089479 0.10198937 ... 0.22920317 0.2291983  0.22919902]
[0.90476239 0.64502335 0.46787655 ... 0.2782456  0.24708713 0.31849576],[0.44197283 0.68370999 0.72611964 ... 0.45255483 0.42885118 0.60049014],[0.28493283 0.28514211 0.28531857 ... 0.27004838 0.26926773 0.26850444],"[3.63112316e-10 3.40303431e-08 5.44771055e-07 ... 9.60310067e-01
 1.23789761e+00 8.79890377e-01]","[-28.74854529 -28.74854529 -28.74015523 ...  -8.56858575  -7.93942389
  -9.03329082]","[7.159860e-06 4.531427e-05 6.117624e-05 ... 6.521040e-02 6.726983e-02
 7.263796e-02]","[5206.27367185 4961.60083601 4749.94514042 ... 1427.33883804 1317.4688959
 1404.65674542]","[2983.18912087 3126.88258821 3191.81500807 ... 1481.93051102 1460.75237013
 1605.79855507]","[20.90474116 13.21989185 15.91905004 ... 23.50987046 20.55415085
 20.29026886]",[0.301459   0.33680156 0.23762852 ... 0.00091402 0.00106703 0.00162526],"[8774.78027344 9065.47851562 8957.8125     ... 1851.85546875 1851.85546875
 1905.68847656]","[2.84939188e-05 2.88738388e-04 9.87664638e-04 ... 8.47298295e-01
 9.38748510e-01 7.95138060e-01]","[ 0.07184587  0.0183375   0.00160302 ... -0.00955898  0.01693297
 -0.00379586]",[0.35449219 0.42675781 0.44677734 ... 0.11035156 0.09179688 0.06152344],[0.06612863 0.06639703 0.06666624 ... 0.14365794 0.14459728 0.14554213]
[0.53378565 0.94464895 0.93899146 ... 0.49979562 0.48771812 0.69822781],[0.58115379 0.6532918  0.73603723 ... 0.72430407 0.60425279 0.55872315],[0.27519701 0.27567878 0.27614078 ... 0.25261752 0.25327798 0.25407811],"[1.94456088e-08 2.76709533e-04 3.69430060e-03 ... 1.33027813e+01
 1.77850358e+01 1.09601080e+01]","[-26.6223998  -15.82959581 -11.39644238 ...   9.61404481   9.35626273
   8.79536455]","[1.2340002e-04 4.3024216e-03 6.3531795e-03 ... 2.8353316e-01 2.4720843e-01
 2.7007911e-01]","[3949.48506118 1881.18215716 1489.58147495 ... 2820.10620746 2554.00276833
 2035.69443217]","[3003.90608896 2617.08439389 2393.56464141 ... 2992.07795623 2920.35084904
 2669.42910834]","[22.87870037 11.50895461 14.04777206 ... 18.32125652 17.04712589
 18.03740947]",[0.06984279 0.00794756 0.00184658 ... 0.02331576 0.01253635 0.00791887],"[7762.71972656 4855.73730469 3908.27636719 ... 6610.69335938 6061.59667969
 4974.16992188]","[1.74526873e-04 1.48163381e-02 4.98225401e-02 ... 2.96247993e+00
 2.80201157e+00 2.58471424e+00]","[-0.02600043 -0.0195053  -0.01090492 ...  0.02367186  0.0225514
  0.01524482]",[0.18066406 0.19433594 0.19433594 ... 0.05371094 0.06152344 0.04003906],[0.11663965 0.11793338 0.1192357  ... 0.10589359 0.10596663 0.10604531]
[0.56250492 0.65641976 0.36515885 ... 0.21199811 0.21830591 0.25633043],[0.63676551 0.7498364  0.63559376 ... 0.37151352 0.42225753 0.48165301],[0.26982724 0.27034954 0.27098162 ... 0.24583211 0.24409814 0.24218118],"[1.98058636e-08 1.24991755e-03 1.60428808e-02 ... 6.45000324e+00
 6.98125695e+00 5.51133712e+00]","[-29.07584064 -13.6408179   -8.3395158  ...   4.67804841   5.72357192
   6.14764771]","[1.21910045e-04 7.03394599e-03 9.11745336e-03 ... 1.96703777e-01
 1.83120951e-01 1.91315532e-01]","[3874.79443898 1706.01523835 1545.63752334 ...  603.55439771  709.64988197
 1078.0359532 ]","[3579.68358178 2482.02514015 2164.94516024 ... 1337.88206321 1479.22744515
 1969.42506051]","[24.50447343 13.61026721 17.34770317 ... 21.20262174 16.83740291
 18.52096782]",[0.06285702 0.01253619 0.00628985 ... 0.00012891 0.0004199  0.00177176],"[8990.11230469 3822.14355469 3003.88183594 ...  764.42871094  968.99414062
 1948.75488281]","[1.54634880e-04 3.83972964e-02 1.42543735e-01 ... 1.81510489e+00
 2.05831488e+00 2.10182842e+00]","[-0.00500585 -0.00447862 -0.00964243 ...  0.005575    0.00924381
  0.00107309]",[0.31884766 0.34179688 0.35205078 ... 0.02246094 0.03466797 0.02832031],[0.04037595 0.04084093 0.04131361 ... 0.0745949  0.07449104 0.07439138]
[0.57248983 0.91349741 0.64248415 ... 0.54368394 0.5961494  0.63681416],[0.59834819 0.67946037 0.7760244  ... 0.68336089 0.6379494  0.54375033],[0.27605651 0.27633992 0.2766249  ... 0.26513336 0.26580238 0.26652519],"[1.01786323e-08 2.37454485e-04 3.09641886e-03 ... 2.59502238e+01
 2.54967194e+01 1.65570606e+01]","[-25.81617491 -16.16108699 -11.65821663 ...  11.50331946  11.16922798
  10.62374976]","[8.9411325e-05 3.9773840e-03 6.2112724e-03 ... 3.7242278e-01 3.3010125e-01
 3.1788498e-01]","[4192.28408051 1427.77160653 1119.65498566 ... 1625.96260098 1604.36532139
 1673.55946182]","[3153.06330219 2224.00848941 1941.44425809 ... 2379.48639599 2327.86664665
 2410.86009999]","[20.64504816 12.85882263 14.78483641 ... 21.44106839 20.57196622
 19.96372486]",[0.13048851 0.00315142 0.00076865 ... 0.00108048 0.00148362 0.00231271],"[8150.31738281 3273.046875   2670.1171875  ... 3606.81152344 3531.4453125
 3919.04296875]","[1.34383972e-04 1.33920857e-02 4.64656544e-02 ... 3.11860319e+00
 3.06682260e+00 2.62982403e+00]","[-0.0143061  -0.01052273 -0.00798522 ... -0.01350273 -0.0330162
 -0.04056951]",[0.27978516 0.29052734 0.29052734 ... 0.02392578 0.03613281 0.03320312],[0.12825867 0.12955833 0.13086389 ... 0.19107495 0.1915575  0.1920375 ]
[0.43242133 0.31258058 0.57188565 ... 0.39403938 0.56525218 0.59342034],[0.54459643 0.63253276 0.77812569 ... 0.50868016 0.50524683 0.4616349 ],[0.2832289  0.28362019 0.28396246 ... 0.26022949 0.25960396 0.25905901],"[1.90904882e-08 6.62725827e-04 1.80391630e-02 ... 4.74301399e-01
 4.93843503e-01 4.11758671e-01]","[-26.60454196 -24.60943551 -17.72492574 ...   0.74370456   0.90617258
   0.30480519]",[0.0001472  0.00948346 0.01304728 ... 0.04889922 0.04478996 0.04469795],"[4072.17510803 2647.79242173 2504.01084646 ... 2366.98124119 1633.68974408
 1294.10585361]","[2811.92664012 1831.43284519 1561.63211236 ... 2664.76537859 2164.37327339
 1820.87931324]","[23.20547043 13.9710021  16.47299627 ... 18.69401282 17.24204979
 19.03379647]",[0.05210551 0.02275837 0.01279924 ... 0.01907713 0.00653332 0.00251368],"[7741.18652344 4059.00878906 3563.74511719 ... 5404.83398438 3714.47753906
 3046.94824219]","[1.80274155e-04 3.75507430e-02 2.00090892e-01 ... 6.26754861e-01
 6.12614749e-01 5.66910552e-01]","[-0.02539766 -0.01301676  0.00231922 ... -0.01687523 -0.00569627
  0.00214931]",[0.30957031 0.36328125 0.41210938 ... 0.078125   0.06542969 0.03417969],[0.06449187 0.06532319 0.06616583 ... 0.12851927 0.12854149 0.12856898]
[0.56478212 0.55530285 0.25328846 ... 0.24758625 0.44847059 0.51153153],[0.71760679 0.78668078 0.55558079 ... 0.50587339 0.62319248 0.56647857],[0.24576749 0.24555243 0.24539852 ... 0.24893942 0.2491971  0.24945457],"[2.05780456e-07 6.69227868e-03 1.63717911e-01 ... 1.63584262e-01
 8.62519808e-02 4.71027418e-02]","[-33.73719502 -20.61499999 -15.68232698 ...  -3.90751057  -4.14329601
  -4.1538195 ]",[0.00036249 0.01956001 0.02670568 ... 0.03516128 0.02801144 0.02303088],"[3313.33794044 1261.51079978 1256.07914897 ...  936.90753453  961.19626277
 1322.13877658]","[2867.64530038 1786.8270781  1726.92361066 ...  981.01680387 1245.95252963
 1888.43856103]","[22.36780411 14.9757726  19.10641816 ... 24.2881857  19.87721719
 17.86221539]","[3.7241217e-02 2.7546736e-03 1.4722245e-03 ... 7.2977273e-05 5.4218539e-04
 2.6734327e-03]","[6922.92480469 1991.82128906 2045.65429688 ... 1830.32226562 1722.65625
 2562.45117188]",[0.00056961 0.07816687 0.318562   ... 0.43123603 0.33044887 0.23971469],"[-0.0073797   0.00039321  0.00590017 ...  0.02486525  0.0053814
 -0.01083733]",[0.25683594 0.27294922 0.28466797 ... 0.05078125 0.05175781 0.04003906],[0.03878108 0.03925613 0.03973958 ... 0.09219593 0.09196201 0.09173218]
[0.71818853 0.89928583 0.6883106  ... 0.42603461 0.48815626 0.73239603],[0.59497956 0.72759958 0.82565086 ... 0.33483566 0.43017928 0.43052767],[0.27398293 0.27280178 0.27159367 ... 0.24392599 0.24260344 0.24106135],"[8.91409885e-09 5.05879333e-04 1.13757899e-02 ... 3.07064806e+00
 2.60903030e+00 1.76867726e+00]","[-28.50772335 -19.73193539 -11.57901247 ...   3.10880792   2.66388741
   3.44827954]",[0.00011732 0.00508578 0.00731028 ... 0.11448012 0.10347839 0.10205209],"[4974.55532906 4135.98759377 3980.54582926 ... 3103.85635916 2666.2178326
 2456.80297208]","[3344.44217471 3625.71526366 3574.01993522 ... 3619.74160115 3405.44252676
 3016.61006829]","[23.29893285 14.91799471 17.50273564 ... 18.53269172 17.8479475
 17.55959387]",[0.10952363 0.04481301 0.03276101 ... 0.00864723 0.00851429 0.01511521],"[8516.38183594 8322.58300781 8214.91699219 ... 8096.484375   7547.38769531
 6793.72558594]","[1.01349815e-04 1.59339149e-02 6.86867155e-02 ... 8.63788252e-01
 8.75262770e-01 1.01558300e+00]","[-0.01748697  0.0047482   0.00541425 ...  0.06020052  0.04100193
  0.04372357]",[0.36816406 0.41455078 0.44042969 ... 0.04882812 0.03662109 0.03027344],[0.07762515 0.07823569 0.07884771 ... 0.10699045 0.10683704 0.10669098]
[0.68916243 0.82242658 0.68451175 ... 0.41622912 0.49161671 0.81293621],[0.59035145 0.75214142 0.80830759 ... 0.34475214 0.35558989 0.36943608],[0.27772606 0.27753894 0.27734212 ... 0.22725922 0.22601856 0.22451882],"[1.25740703e-05 3.64141551e-01 8.44707900e+00 ... 1.75074377e+01
 1.63648501e+01 1.08902770e+01]","[-23.89608492   0.83593459   7.91447567 ...   6.32020337   6.65332373
   7.79136276]",[0.00493907 0.14253554 0.19833499 ... 0.26329178 0.24733154 0.2456213 ],"[4358.43792031 3525.44389442 3809.25575607 ... 2099.53765129 1957.2756577
 1959.37916764]","[2500.01945887 3101.81399112 3211.98721408 ... 3006.01488824 2900.96057385
 2761.21777382]","[26.58858567 12.8050851  16.03763701 ... 23.76106688 18.98544355
 18.31552746]",[0.0217888  0.04880795 0.0333055  ... 0.0003668  0.00085204 0.00274778],"[7149.0234375  7213.62304688 7601.22070312 ... 6535.32714844 6438.42773438
 6104.66308594]",[0.0049779  0.56346304 2.11544519 ... 1.49106285 1.55270273 1.80371309],[0.03281602 0.01454592 0.00576246 ... 0.01024947 0.02959295 0.03743637],[0.33007812 0.38476562 0.42773438 ... 0.03320312 0.04003906 0.03515625],[0.02997709 0.03029898 0.03062455 ... 0.19866029 0.19912637 0.19960209]
[0.45548548 0.69855102 0.65268771 ... 0.60928334 0.58197212 0.46199427],[0.33816234 0.41198315 0.48888631 ... 0.53840695 0.56657262 0.54336531],[0.22884278 0.2278802  0.22691324 ... 0.25344832 0.25375828 0.25403168],"[3.55963718e-05 3.69897881e-02 5.00539817e-01 ... 2.99671871e+00
 2.28685890e+00 1.88469153e+00]","[-24.72546927  -5.68371437   0.90152832 ...   4.43238901   2.94566484
   1.8682485 ]",[0.00328433 0.03183425 0.04389029 ... 0.11721674 0.10232617 0.09679685],"[1941.49992243 1567.4732702  1287.97784507 ... 3414.61098906 2422.87975274
 1270.10722052]","[2500.31271252 2352.178571   2175.16366316 ... 3542.42590975 3277.90006668
 2323.6315329 ]","[26.73243179 12.06668107 12.94198947 ... 16.28416669 18.45352191
 17.40376319]",[0.00343603 0.00852222 0.00391533 ... 0.03842322 0.01358637 0.00287027],"[4812.67089844 3456.07910156 2810.08300781 ... 8268.75       7288.98925781
 2088.72070312]",[0.00508431 0.19170202 0.6123721  ... 1.40038786 1.1995421  1.08157761],"[-0.01768057 -0.00135584  0.01201357 ...  0.01312552 -0.02012482
 -0.04638788]",[0.23095703 0.2421875  0.24658203 ... 0.1015625  0.07617188 0.046875  ],[0.02336752 0.02365949 0.02395629 ... 0.10507715 0.10483069 0.10458923]
[0.62046686 0.57561813 0.48081071 ... 0.2671618  0.23198135 0.24589721],[0.50643922 0.8287664  0.69584287 ... 0.50324431 0.58565499 0.63993906],[0.27985593 0.27961355 0.27936587 ... 0.24964833 0.249718   0.24990534],"[5.10628371e-07 4.39843980e-02 9.60349219e-01 ... 4.03969616e+00
 3.63124902e+00 2.98874842e+00]","[-27.22655522 -14.67343893  -7.61895547 ...  -2.21988632  -4.12492698
  -5.82288445]",[0.00077763 0.04589058 0.07097172 ... 0.1293894  0.12584779 0.12217344],"[2997.78220863  933.57097717  783.97038094 ... 1417.11310471 1466.04087414
 1408.34522576]","[2926.22471127 1292.53799792 1047.79536239 ... 1840.8514392  1807.13085195
 1738.59925815]","[27.88268326 15.676917   19.44285996 ... 21.56207877 20.37937397
 19.82821966]",[0.02217385 0.00073156 0.00034148 ... 0.00235931 0.00297688 0.00289484],"[7450.48828125 1195.09277344  947.4609375  ... 2390.18554688 2487.08496094
 2444.01855469]","[7.95027208e-04 2.00282728e-01 8.75040905e-01 ... 1.58466506e+00
 1.60072237e+00 1.59568327e+00]","[-0.05645915 -0.00435588 -0.00134681 ... -0.02357725 -0.04482289
 -0.01744008]",[0.27587891 0.29150391 0.30078125 ... 0.07177734 0.07226562 0.05566406],[0.04574342 0.04610539 0.04646955 ... 0.26989758 0.26955293 0.26920922]
[0.44669294 0.89955    0.61706984 ... 0.28847651 0.31439076 0.47525834],[0.45912344 0.52532314 0.48937899 ... 0.25291164 0.28041064 0.2928046 ],[0.18392569 0.18211401 0.18034416 ... 0.16193408 0.16206038 0.16221623],"[2.71351603e-06 2.16360446e-01 6.25886870e+00 ... 1.30024521e+01
 1.08962011e+01 6.48988033e+00]","[-25.58150147  -0.92529842   6.72463583 ...   4.05831463   4.56078915
   5.49563214]",[0.00161513 0.13373815 0.19530013 ... 0.22395344 0.20488873 0.20122793],"[4097.05491399 1816.13461833 1361.27055935 ...  600.38383669  717.38431806
  894.17037325]","[3546.80631954 2672.45295927 2412.49086065 ...  794.18815501 1155.52177817
 1588.0296292 ]","[22.55672367  8.87625776  9.83728549 ... 24.50736833 19.80420606
 19.57932913]","[3.3704150e-02 1.2374158e-02 3.0549872e-03 ... 4.4097455e-06 1.3641015e-04
 6.4945646e-04]","[8936.27929688 4748.07128906 3337.64648438 ... 1270.45898438 1399.65820312
 1528.85742188]",[0.00168952 0.41441049 1.56302163 ... 1.68238421 1.68778798 1.62225557],"[ 0.02222258  0.00743607 -0.00080008 ... -0.02866151 -0.01352162
  0.00943005]",[0.31494141 0.33056641 0.33251953 ... 0.02197266 0.02490234 0.02099609],[0.02435372 0.02465612 0.02496361 ... 0.28680867 0.28676175 0.28669625]
[0.27017022 0.80599525 0.69790957 ... 0.57647609 0.6224549  0.6715807 ],[0.62053835 0.8347214  0.69776409 ... 0.33976555 0.37869688 0.43016223],[0.25873245 0.25845655 0.25838652 ... 0.20315546 0.20331677 0.20363652],"[1.46763256e-05 3.79150973e-02 1.13825250e+00 ... 5.40185393e+00
 5.36856577e+00 5.25536360e+00]","[-28.02854713  -9.53139286  -1.81045966 ...   5.19982894   5.91133494
   6.17518239]",[0.00226081 0.05141143 0.09575409 ... 0.15397912 0.15630643 0.1539648 ],"[1403.74362747  797.41020403  584.7721935  ...  672.12808676  742.34045936
  882.60783995]","[2223.76086019 1793.96985675 1563.41464608 ... 1121.85133022 1326.67851389
 1689.41764795]","[26.17191363 11.43441426 14.20233384 ... 21.78363076 16.75425966
 16.7717685 ]",[0.00108889 0.00078778 0.00026053 ... 0.00015032 0.00039253 0.00082436],"[3499.14550781  775.1953125   376.83105469 ... 1378.125      1399.65820312
 1550.390625  ]",[0.00247473 0.13109087 0.58192832 ... 1.42924394 1.45850789 1.56634677],[0.04307272 0.01340467 0.0014833  ... 0.05289967 0.05385993 0.04599247],[0.21386719 0.22070312 0.22314453 ... 0.01513672 0.01806641 0.01464844],[0.02652685 0.02669345 0.02685916 ... 0.12244866 0.12284501 0.12325295]
[0.54402402 0.42914901 0.42303413 ... 0.40648388 0.38579431 0.36750129],[0.57936319 0.6612303  0.55977673 ... 0.75017254 0.66081229 0.73181466],[0.27129143 0.27105244 0.2708718  ... 0.28727691 0.28729419 0.2872816 ],"[7.61337778e-07 3.36210978e-03 5.46699271e-02 ... 3.83736649e-01
 3.49249006e-01 2.23880652e-01]","[-27.98105443 -24.62991622 -20.09295069 ... -11.25670067 -14.3560761
 -11.70493337]",[0.00134598 0.019614   0.02227013 ... 0.07716751 0.08314063 0.08339496],"[5266.75921738 5828.69863855 5976.70977941 ... 5648.20846764 5665.32963817
 5746.33014572]","[2831.48221319 3055.18438839 3078.26720749 ... 2496.00538292 2547.8168728
 2659.29616178]","[26.80450805 17.80603972 17.79826253 ... 19.68091796 20.50426052
 19.36398623]",[0.02946213 0.04722983 0.03389357 ... 0.04131482 0.01275495 0.02839929],"[8430.24902344 9237.74414062 9270.04394531 ... 8957.8125     9108.54492188
 9130.078125  ]",[0.00093983 0.04674935 0.14134084 ... 0.57507658 0.40516087 0.38125771],"[-0.01569896  0.00236564 -0.01288275 ...  0.00026355 -0.00934294
 -0.00924393]",[0.33056641 0.47753906 0.63769531 ... 0.55908203 0.46875    0.31640625],[0.05926711 0.05969508 0.06012536 ... 0.08091932 0.08102946 0.08114509]
[0.43562274 0.17782296 0.12462958 ... 0.14793155 0.15808876 0.20870388],[0.64951319 0.7898     0.74180127 ... 0.2894296  0.30346918 0.48885334],[0.21253101 0.21132907 0.21038944 ... 0.23464279 0.23269066 0.23074035],"[4.66340021e-08 1.80746732e-02 4.98425220e-01 ... 1.57288791e+01
 1.54158002e+01 1.10640636e+01]","[-25.74377049 -17.60984939 -13.47645137 ... -12.02024366  -5.13243462
  -0.13729978]","[1.7559035e-04 3.3816893e-02 5.4495070e-02 ... 2.5222480e-01 2.3765934e-01
 2.4147293e-01]","[3996.59616489 1330.22273913 1263.12824241 ...  498.68071848  951.13289824
 1404.43608451]","[3248.15483556 1461.63325608 1263.81994398 ...  691.62045385 1698.91530975
 2175.76819982]","[26.0325495  11.00615772 12.90621345 ... 26.36414267 14.1114419
 17.62156379]","[6.6756785e-02 1.3700450e-03 3.2854991e-04 ... 1.7907961e-06 4.2160263e-04
 2.5559263e-03]","[8419.48242188 1625.75683594 1475.02441406 ...  613.69628906 1485.79101562
 2993.11523438]","[2.36154496e-04 9.94802880e-02 3.47123492e-01 ... 1.20290672e+00
 1.60412240e+00 2.05961940e+00]","[ 0.02693614  0.01364409 -0.00020672 ...  0.07089298  0.06107055
  0.03615454]",[0.33203125 0.36230469 0.38330078 ... 0.02832031 0.02783203 0.02099609],[0.05645107 0.05721287 0.05798594 ... 0.25313733 0.25316252 0.25319371]
